["Ok so in like three days or less my crewneck comes in HOPEFULLY", "Arkansas"] 
["Wow woke up from some crazy ass dreams Fuck I m tired from all the fake fighting I did", "Texas"]
["", "Texas"]
["And all the time God is good", "Texas"]
["since I was gonna surprise you", "Texas"]
["miller my friend did his dissertation on the WWE Very interesting You should check it out", "Texas"]
["call me crazy but I love book work", "Texas"]
["Need food", "Texas"]
["And I ment that in the nicest way", "Texas"]
["happy bday Ike", "Texas"]
["Why does my phone feel the need to be broken", "Texas"]
["seems like it", "Texas"]
["don t volunteer to take home a group project I you know you aren t going to do anything and cause me to get a bad grade", "Texas"]
["", "Texas"]
["I h8 u", "Texas"]
["People thinking I m a Marvel Fanboy because I think their films are better need to understand that I m just a DC Fanboy who s wants better", "Texas"]
["Honestly all I would love to do rn is go home pig out and watch fuller house", "Texas"]
["Remake from s The side of Dallas no one sees", "Texas"]
["", "Texas"]
["I don t even know why", "Texas"]
["both", "Texas"]
["y all I made it through the whole trip without getting sunburned", "Texas"]
["Just want some chocolate covered strawberries and bath bombs", "Texas"]
["omg that s ugly lol", "Texas"]
["I m done", "Texas"]
["its all love to everybody dream chasing but dont play me like a hoe cause you up and I m down", "Texas"]
["He said he likes the way I carry myself", "Texas"]
["", "Texas"]
["I m about to do the same thing at work", "Texas"]
["Un poco de humor", "Texas"]
["I need this reminder sometimes", "Texas"]
["yeah real DBZ fan here", "Texas"]
["Take risks but always know what you re risking MondayMotivation", "Texas"]
["tatum3411", "Texas"]
["", "Texas"]
["", "Texas"]
["This hall music is unacceptable", "Texas"]
["no thanks", "Texas"]
["I tried to make French toast again for breakfast amp spilled an entire gallon of milk amp 14 eggs on the rug Pretty much my life", "Texas"]
["Ima miss you too man I ll come back to run a couple 5K s though lol", "Texas"]
["don t like her photos", "Texas"]
["Libertarian candidate in TX19 public txed teachers need to be highly compensated", "Texas"]
["A Jr Senator Born in another country Proven public Liar Frozen records Familiar", "Texas"]
["sub just told me he s never seen someone as white as me", "Texas"]
["happy birthday Danal ur decent", "Texas"]
["Whippin through the hill country", "Texas"]
["Maybe Ann Coulter bought the shorts", "Texas"]
["I gotta find something to make me alert so I can focus", "Texas"]
["drama we all got laid", "Texas"]
["I do not have the energy to get up and come to school anymore", "Texas"]
["Smh got me fucked up", "Texas"]
["I m down", "Texas"]
["evelin0313 Rodges why would she be lmao what you said is on god just rude Af", "Texas"]
["this b lowkey just tryna please oomf when hes just a hoe lol", "Texas"]
["kush amp orange juice type of morning", "Texas"]
["When I dropped Celeste off yesterday I felt like just staying at her house", "Texas"]
["lauren13 My good looks are ruining people s lives", "Texas"]
["I guess", "Texas"]
["cheaters deserve to go to hell", "Texas"]
["marcella Life haha I tell you this all the time", "Texas"]
["My plug done introduced me to the PLUG TeamLitty", "Texas"]
["You know Trump says you gotta treat women like sh t Real quote NeverTrump SleazyDonald", "Texas"]
["hope you ll be around for the weekend The Deep Ellum arts festival is going on It s definitely a great event", "Texas"]
["But it s okay bc here s a picture of some chocolate milk that Zach spilled last night in my room", "Texas"]
["Boss is picking up a new caterpillar D5 today and bringing it to me It s not mine but I couldn t be more proud of it", "Texas"]
["I need my glasses yo", "Texas"]
["", "Texas"]
["Don t subtweet about me", "Texas"]
["", "Texas"]
["Life as we know it is over", "Texas"]
["castor it got messed up it s a long story", "Texas"]
["hecker", "Texas"]
["Suaveee lol I m goin", "Texas"]
["I could never be jealous of you or anyone else he s ever had or done anything with", "Texas"]
["I m at Target in Pflugerville TX", "Texas"]
["kick u in the ass", "Texas"]
["I do", "Texas"]
["", "Texas"]
["christineng nah just the way you talk about people", "Texas"]
["PLEASE STOP FORCING THINGS", "Texas"]
["Thank you Mr Trump U must win for the people of America we R sick of estab RNC", "Texas"]
["don t let Foster leave without a contract smh", "Texas"]
["i do too smh", "Texas"]
["yea they don t get it", "Texas"]
["", "Texas"]
["i would ask you but you never answer your phone", "Texas"]
["Got some much need time with my griff griff", "Texas"]
["happy birthday miss you", "Texas"]
["0301 I wish", "Texas"]
["I took a pill in Ibiza makes me wanna be on the beach", "Texas"]
["I tell myself this everyday", "Texas"]
["Look like Feel like", "Texas"]
["I done rocked a couple shows", "Texas"]
["I m great", "Texas"]
["you don t even Hmu tho", "Texas"]
["My family grandma literally makes me want to get married early or move out and be homeless just to fucking leave her house", "Texas"]
["As a child of 50 s we had parents that were parents not children teaching us to be disrespectful Fighting over candy", "Texas"]
["like if it wasn t for me niggas wouldn t even be supporting local artist niggas like brendan made ppl believe like feel me", "Texas"]
["", "Texas"]
["I MAKE THE CALL", "Texas"]
["happy is my hood jam", "Texas"]
["don t get it twisted", "Texas"]
["Dime que esto no est bien y quieres intentarlo de nuevo", "Texas"]
["Friday thru Sunday I m going", "Texas"]
["As long as you can support go habit den Smokin weed ain t bad at all", "Texas"]
["You fell in love with somebody else s nigga amp expect me to feel bad for you Nah you knew", "Texas"]
["ann stfu", "Texas"]
["", "Texas"]
["TWEEZY unless you can afford the dick", "Texas"]
["My hair growing back", "Texas"]
["dont tell me how it use to b tell me how it is", "Texas"]
["Someone bring me Chickfila pls", "Texas"]
["yah fr like this pls answer", "Texas"]
["This is a great link for families needing help with loved ones and for caregivers looking for families", "Texas"]
["Facts by Young Dolph I heard my dawg got cancer said I prayed for Boosie", "Texas"]
["fiend", "Texas"]
["nah I need to recover after what I just saw So Ima need to do some shopping", "Texas"]
["Life it s your turn to remember it now", "Texas"]
["This little boy right here", "Texas"]
["All the ladies set off the alarm Kitty s Purple Cow", "Texas"]
["why", "Texas"]
["thank you bro means a lot", "Texas"]
["My momma more excited for prom", "Texas"]
["Majesti s front screen is a selfie", "Texas"]
["LOVE it DONT die we reach a point n life when things we love slowly bgin 2 b taken away from us love much n make beautiful memories time", "Texas"]
["I don t care about you so why you worried about me", "Texas"]
["", "Texas"]
["happy bday austin man", "Texas"]
["63 7F Feels 63 7F Humidity 69 Wind 6 0mph E Gust 11 4mph Pressure 1017 7mb weather", "Texas"]
["Sister and nephew for Easter", "Texas"]
["How are you gonna be my teacher when your always on the road 97", "Texas"]
["", "Texas"]
["I mean hell I think most of the Marvel animated films are garbage and the last truly good series was Spectacular Spider Man", "Texas"]
["They sell fertilizer and diesel over there", "Texas"]
["Ty is making me watch Trailer Park Boys tonight WHAT IS THE HYPE", "Texas"]
["I cut everybody who s not motivated to be great in life weeks ago", "Texas"]
["love it", "Texas"]
["ok done", "Texas"]
["hey", "Texas"]
["", "Texas"]
["Dig the long ball", "Texas"]
["GET WELL SOON", "Texas"]
["Acabo de ver un video de una representaci n de la crucifixi n en donde est n levantando la cruz y el yisus se cae de una altura de como 4m", "Texas"]
["TBRETREAT4", "Texas"]
["We just building rn", "Texas"]
["I fucked with Jose guapo before y all", "Texas"]
["bro when I make it I m showing love to everybody cause i know what its ike niggas treating me like a hoe", "Texas"]
["IHOP", "Texas"]
["Who told me to play this Jodeci album at 10am", "Texas"]
["I m so amazed at how I managed to get my English grade up from a 13 to a 76 within 3 days", "Texas"]
